#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-05-28T14:15:52 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-05-28T14:15:52	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=I/311/hip2&-out=HIP,RArad,DErad,pmRA,pmDE,Hpmag&-out.max=15000&Hpmag=&lt;6.5&-out.form=tsv	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_1311
#Name: I/311
#Title: Hipparcos, the New Reduction (van Leeuwen, 2007)
#INFO	ivoid=ivo://cds.vizier/i/311	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/i/311	    IVOID of underlying data collection
#INFO	creator=van Leeuwen F.	    First author or institution
#INFO	cites=bibcode:2007A&A...474..653V	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2007	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/I/311	    Dataset landing page
#INFO	publication_date=2017-12-22	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	J2000_1991.250:	eq_FK5 J2000
#Table	I_311_hip2:
#Name: I/311/hip2
#Title: The Astrometric Catalogue
#Column	HIP	(I6)	Hipparcos identifier	[ucd=meta.id;meta.main]
#Column	RArad	(F12.8)	Right Ascension in ICRS, Ep=1991.25	[ucd=pos.eq.ra;meta.main]
#Column	DErad	(F12.8)	Declination in ICRS, Ep=1991.25	[ucd=pos.eq.dec;meta.main]
#Column	pmRA	(F8.2)	Proper motion in Right Ascension	[ucd=pos.pm;pos.eq.ra]
#Column	pmDE	(F8.2)	Proper motion in Declination	[ucd=pos.pm;pos.eq.dec]
#Column	Hpmag	(F7.4)	Hipparcos magnitude	[ucd=phot.mag;em.opt.V]
HIP	RArad	DErad	pmRA	pmDE	Hpmag
 20894	067.16531227	+15.87094681	  108.42	  -26.74	 3.4597
 20901	067.20875437	+13.04763905	  105.57	  -15.00	 5.0849
 20904	067.21657155	+30.36154026	   22.67	  -23.55	 6.4961
 20922	067.27885554	-13.04836730	    0.02	   -0.13	 5.5352
 20934	067.33351031	-46.51535919	   51.74	   36.44	 6.2999
 20982	067.50249444	+83.34013141	  -47.38	  102.08	 5.6225
 20995	067.53555307	+15.63789832	  107.32	  -24.52	 5.6460
 20997	067.54163692	-13.59237371	   17.81	    1.07	 6.3913
 21029	067.63987122	+16.19407539	  104.56	  -25.90	 4.8343
 21036	067.65541034	+13.72445024	  107.25	  -18.94	 5.4724
 21038	067.66000979	+32.45781465	    9.04	  -19.35	 6.1776
 21039	067.66177754	+15.69193816	  103.97	  -24.84	 5.5370
 21042	067.66803917	-35.65358012	    1.13	   30.88	 6.1163
 21060	067.70874033	-44.95374346	    1.64	   -3.09	 5.0008
 21082	067.77985356	+15.10516501	   43.90	  -52.28	 6.3437
 21108	067.85040679	+40.01021304	   -2.26	  -13.89	 6.2564
 21110	067.85775579	-13.64411983	  -17.37	  -42.43	 6.2895
 21137	067.96538731	+15.85163843	  106.35	  -32.44	 6.0896
 21139	067.96945598	-00.04399117	   -1.85	   -8.19	 5.0807
 21148	068.00768144	+53.91084624	   -1.29	   -0.17	 5.8249
 21152	068.01975908	+05.41002044	  113.41	    8.54	 6.4639
 21192	068.15642864	-03.20950032	   17.78	  -17.16	 5.7388
 21239	068.34202710	-10.78540666	    1.12	   29.25	 6.2011
 21242	068.35374632	+43.06387982	    5.60	    7.03	 6.1798
 21247	068.37759008	+72.52882574	   29.80	  -91.18	 6.0159
 21248	068.37762289	-29.76583176	 -114.78	 -271.79	 4.6619
 21251	068.38767339	+18.01676368	   12.29	  -18.28	 6.2575
 21253	068.39208211	-62.82363055	 -117.19	  -19.02	 5.9522
 21269	068.45074502	+09.41362235	   -7.66	  -22.71	 6.1752
 21273	068.46189690	+14.84448748	  103.20	  -26.48	 4.7185
 21278	068.47804023	-06.73889623	   -3.96	   -6.40	 5.6784
 21281	068.49882662	-55.04500553	   57.75	   10.93	 3.2372
 21295	068.53448404	+05.56863529	  -12.77	   -4.00	 5.7097
 21296	068.54850713	-08.23135935	  -22.80	    3.61	 5.2630
 21297	068.54913216	-08.96998489	  -35.94	 -110.95	 5.3758
 21298	068.55919540	-06.83771695	  -25.66	  -38.75	 6.2370
 21323	068.65830027	+28.96120349	    0.99	  -21.30	 5.8746
 21363	068.75269701	-19.92152113	  102.25	   56.86	 6.2922
 21393	068.88779881	-30.56231068	  -49.27	  -12.72	 3.9730
 21402	068.91347310	+10.16091690	   43.13	  -52.71	 4.3010
 21408	068.92739050	+19.88183113	  -22.66	  -16.59	 6.4777
 21421	068.98000194	+16.50976158	   63.45	 -188.94	 1.0024
 21428	069.00696727	-03.61162189	    2.44	   -7.60	 6.3119
 21444	069.07975228	-03.35244801	    1.53	   -5.01	 3.8713
 21452	069.10096888	+64.26162025	  -25.43	   -7.39	 5.9181
 21459	069.12111479	+23.34098572	  111.39	  -52.44	 6.1055
 21476	069.17264047	+41.26485483	   -4.56	  -17.84	 4.3946
 21479	069.19032364	-62.07698175	  -69.36	  -75.78	 4.6635
 21486	069.21225101	-30.71679507	  -14.23	    7.03	 6.2562
 21515	069.30698478	+00.99832727	   -3.87	   -5.69	 5.2850
 21525	069.33020078	-41.87306429	   25.25	   50.27	 6.4531
 21547	069.40044385	-02.47339207	   44.22	  -64.39	 5.2896
 21588	069.53906597	+16.03338797	  110.00	  -40.94	 5.8599
 21589	069.53917405	+12.51087417	  102.40	  -15.78	 4.3136
 21594	069.54529569	-14.30358698	  -76.59	 -176.78	 4.0248
 21604	069.56599375	+20.68474231	  -13.62	   -8.08	 5.8562
 21611	069.59060153	-77.65597761	   -7.16	  -10.78	 6.2132
 21644	069.72330708	-12.12307837	  -65.46	  -16.64	 5.0341
 21670	069.77542914	+07.87098782	   94.33	   -2.28	 5.4475
 21673	069.78832111	+15.80003324	   41.91	  -66.88	 5.1269
 21683	069.81854939	+15.91802401	   83.17	  -20.97	 4.7248
 21685	069.83182534	-14.35888747	  120.91	 -125.39	 5.6183
 21689	069.84640644	+25.21830268	   19.20	  -11.01	 6.2590
 21718	069.94670258	-01.05243796	   22.68	   -9.25	 6.2691
 21727	069.97786296	+53.07957349	   -5.68	  -15.00	 5.2418
 21730	069.99181751	+53.47323817	   34.51	  -84.70	 5.4474
 21735	070.01424287	+12.19764090	    0.00	  -12.94	 5.4147
 21743	070.02852577	-24.48241116	  -69.63	   17.30	 5.7241
 21763	070.11039166	-19.67125723	   29.13	  -96.42	 4.3758
 21770	070.14092924	-41.86357022	 -140.39	  -74.82	 4.5287
 21819	070.33223170	+28.61506660	   38.56	  -29.29	 5.7473
 21823	070.35037277	+48.30098853	   44.65	  -45.24	 5.6662
 21847	070.45865430	+38.28042007	  241.65	  -97.15	 6.0966
 21861	070.51435914	-37.14476605	   46.59	  193.56	 5.1297
 21881	070.56126434	+22.95697573	   -2.89	  -21.86	 4.2366
 21914	070.69356882	-50.48141821	  -36.02	   34.35	 5.4629
 21928	070.72624441	+43.36526376	   39.31	  -48.27	 5.3188
 21949	070.76644513	-70.93111202	    9.32	   34.93	 5.4909
 21958	070.78880755	-30.76539548	  -30.27	  -66.65	 5.8079
 21961	070.80728127	+24.08896446	   14.51	  -20.51	 6.2735
 21972	070.83999363	+49.97382633	   -4.82	  -15.03	 5.8765
 21986	070.89469834	-08.79424599	   31.63	  -26.01	 6.1193
 21998	070.93443171	-41.06481334	   10.82	   10.93	 6.3662
 22024	071.02215831	-08.50357398	    4.92	    2.72	 5.7567
 22028	071.03312422	-18.66654312	   52.64	  -17.63	 5.5474
 22034	071.05421376	+40.78651088	   11.51	  -24.67	 6.1124
 22040	071.08799646	-59.73284054	   29.74	   43.98	 5.3404
 22044	071.10737309	+11.14616946	   98.77	  -15.51	 5.4592
 22086	071.26729430	-21.28334116	   16.63	  -16.51	 5.8437
 22109	071.37558779	-03.25462486	   15.94	  -14.52	 3.9696
 22128	071.42692315	+23.62803657	    9.88	  -16.94	 6.3685
 22144	071.48122966	-39.35657300	  -57.55	  -18.19	 6.2068
 22157	071.50708674	+11.70560839	   66.44	   -9.02	 5.4116
 22176	071.56993289	+18.73486241	   73.15	  -69.28	 6.1574
 22189	071.60063075	-02.95439803	   16.87	  -54.08	 6.3521
 22192	071.60730213	-28.08748822	   -3.82	   17.58	 6.2378
 22220	071.68529903	+40.31268035	    9.07	  -36.83	 6.1545
 22263	071.90088412	-16.93486735	  130.04	  169.27	 5.6184
 22287	072.00090257	+56.75753914	   52.74	 -145.87	 5.3476
 22300	072.02893030	+55.60284582	   78.23	  -95.71	 6.3997
 22325	072.13553601	-16.32958116	    7.37	   38.84	 5.8767
 22336	072.15084318	-05.67343881	  311.04	 -249.44	 5.9000
 22354	072.18594015	+03.58856379	   -0.87	  -15.92	 6.2058
 22361	072.20943021	+75.94154338	   37.22	 -133.13	 6.0351
 22393	072.30347931	+31.43762497	   16.22	 -103.54	 5.7403
 22407	072.32941455	+32.58826816	   24.83	  -32.28	 5.9123
 22439	072.42631919	-13.76925019	 -120.83	 -172.32	 6.3702
 22441	072.43366453	+15.90423767	    3.76	   -7.56	 6.2127
 22449	072.45890914	+06.96124728	  464.06	   11.21	 3.2862
 22453	072.47777740	+37.48818157	  -36.89	   38.85	 5.0115
 22479	072.54828809	-16.21728357	   44.90	   50.99	 5.1981
 22488	072.56743010	-41.32100992	   -3.11	   66.37	 6.1392
 22508	072.65160707	+70.94157754	    2.30	  -20.72	 6.3383
 22509	072.65300896	+08.90025307	    1.41	  -29.91	 4.3669
 22531	072.73077757	-53.46172157	  -80.62	   87.78	 5.6660
 22545	072.78901557	+48.74075812	  -44.65	  -31.52	 5.8105
 22549	072.80152507	+05.60510135	   -2.21	    0.85	 3.6236
 22565	072.84338913	+18.83994061	   78.72	  -34.25	 5.1512
 22573	072.86749471	-34.90623212	   24.90	  -22.68	 5.8634
 22597	072.93075915	+09.97509570	    3.20	   -7.60	 6.1411
 22607	072.95801749	+13.65519421	  105.85	  -17.23	 6.3653
 22626	073.02153940	+63.50564969	   38.24	  -94.09	 5.4857
 22667	073.13318166	+14.25077808	   -0.05	  -54.81	 4.7029
 22678	073.15833033	+36.70319673	  -25.52	   -5.11	 4.9215
 22697	073.19619770	+27.89757250	   45.06	  -35.65	 6.0568
 22699	073.19902285	+42.58662580	  -10.63	    0.46	 5.7219
 22701	073.22366841	-05.45275582	  -17.86	   25.57	 4.4373
 22717	073.27389238	-72.40833797	  -46.15	  271.15	 6.3971
 22720	073.29081287	+52.84118495	  -15.64	  -12.46	 6.4300
 22730	073.34481413	+02.50826500	   29.71	  -16.41	 5.4049
 22783	073.51254411	+66.34266005	   -0.13	    6.89	 4.2940
 22797	073.56289884	+02.44067160	    0.55	    0.61	 3.6470
 22833	073.69544451	+11.42597354	  -15.97	   14.71	 5.2269
 22834	073.69914100	+07.77916321	  -20.49	  -27.92	 5.4968
 22840	073.71128584	+00.46717839	    1.48	   -4.11	 5.9461
 22842	073.71343632	+44.06099813	   23.47	  -55.42	 6.0561
 22844	073.72051596	-58.54781788	  101.67	   68.09	 6.2113
 22845	073.72376741	+10.15114489	   41.49	 -128.73	 4.6861
 22847	073.72840923	-39.62866130	   -5.92	   21.95	 6.2399
 22850	073.74301100	+19.48545705	   62.88	  -28.76	 6.4303
 22854	073.76309081	+55.25912969	  -16.96	   -8.65	 5.5351
 22860	073.77841991	-16.74064805	    5.42	   -8.26	 5.8663
 22871	073.79641514	-74.93700244	   28.27	   61.52	 5.5916
 22881	073.82767581	-16.41785477	   11.87	   36.61	 5.8703
 22913	073.95898384	+15.04030654	   -3.69	  -11.33	 5.7673
 22936	074.02948686	+52.86971690	   -3.88	   17.47	 5.7880
 22949	074.06496642	+24.59225283	  -20.30	  -13.83	 6.4108
 22955	074.08369542	+36.16854659	   -1.17	   -4.30	 6.1802
 22957	074.09300433	+13.51457808	  -74.88	  -44.33	 4.2355
 22958	074.10078874	-05.17135042	   -5.47	   -1.08	 5.4647
 23015	074.24840149	+33.16613574	    6.79	  -14.88	 2.8337
 23040	074.32175114	+53.75208276	  -24.51	    7.71	 4.4473
 23041	074.32171820	-01.06719205	  -36.11	  -27.45	 6.3460
 23043	074.34311438	+17.15370697	   -9.59	  -10.34	 5.6743
 23060	074.43618813	-14.23189020	   -0.07	  -11.06	 6.0784
 23068	074.45269031	+23.94858519	    1.47	   -9.80	 5.9648
 23088	074.53906822	+25.05052117	   27.38	  -47.41	 5.8065
 23092	074.54543673	-02.21276870	   12.27	   12.86	 6.3821
 23123	074.63709524	+01.71403480	   -1.30	   -7.67	 4.6307
 23148	074.71244747	-82.47052257	   -4.37	    3.83	 5.9969
 23161	074.74752887	+14.54324516	    6.61	   -1.29	 6.1071
 23166	074.75599123	-16.37633674	 -124.00	  128.37	 5.7535
 23179	074.81406452	+37.89048260	   46.35	  -97.80	 4.9506
 23216	074.94308882	+53.15547784	  -14.50	  -11.96	 6.2262
 23221	074.96017038	-10.26299260	   20.19	 -136.07	 5.5358
 23231	074.98213778	-12.53720463	   39.67	  -87.04	 4.8507
 23251	075.05536630	-78.30001170	  -18.43	    0.94	 6.4173
 23261	075.07644613	+39.39470376	  -10.87	   -1.08	 6.0420
 23265	075.08632007	+81.19402098	    1.24	   27.90	 5.2506
 23287	075.14136317	+03.61581675	    5.87	  -29.46	 6.4441
 23296	075.16589899	-02.06602501	  -12.32	   -2.13	 6.3887
 23311	075.20282187	-05.75097911	  550.12	-1109.23	 6.3630
 23362	075.35649125	-20.05188074	   36.43	  -16.46	 4.8902
 23364	075.35977079	-07.17397812	    1.71	    6.29	 4.7314
 23377	075.39385939	-39.71812648	   -4.43	   33.09	 6.1741
 23380	075.40009855	+61.07843220	   16.30	 -179.44	 6.1331
 23408	075.45979260	+00.72216702	    5.18	  -22.94	 6.0798
 23416	075.49222145	+43.82331367	   -0.86	   -2.66	 3.1457
 23419	075.50011268	+01.60884070	   -4.59	    9.64	 6.4461
 23430	075.54069162	-26.27484317	   86.16	  -75.99	 5.1748
 23442	075.58245082	+74.26926846	   11.79	   40.67	 6.1608
 23446	075.59503788	-31.77154039	   -6.16	   84.68	 6.0885
 23453	075.61950031	+41.07588922	    9.45	  -20.71	 3.8549
 23467	075.67918693	-71.31432601	   -4.24	   10.22	 5.4696
 23474	075.68726907	-22.79508787	   63.43	   14.15	 5.9053
 23475	075.68904221	-04.21012573	   41.16	    1.37	 6.0249
 23482	075.70302231	-49.15147331	  -43.67	   27.37	 5.4746
 23484	075.70974586	+66.82378871	   66.96	 -335.30	 6.3108
 23497	075.77376682	+21.59006167	   68.88	  -41.06	 4.6767
 23511	075.82765683	+41.44165284	   -0.44	   -1.89	 6.1709
 23522	075.85457216	+60.44228148	   -6.50	  -14.15	 4.1838
 23551	075.96718240	-14.37023813	    1.65	    3.02	 6.3525
 23554	075.97189716	-24.38805710	   26.30	  -38.52	 5.6276
 23555	075.97472979	-41.74533712	   22.29	  158.37	 6.4246
 23582	076.05319859	+73.76393280	   13.30	  -18.24	 6.3254
 23583	076.06065447	+30.49461964	   11.27	  -15.02	 6.3261
 23589	076.08991564	+21.27799156	   15.35	  -25.59	 6.3570
 23595	076.10129915	-35.48287056	  126.17	  -43.67	 4.7010
 23596	076.10890244	-35.70520778	   28.39	   41.71	 6.3904
 23607	076.14224330	+15.40418045	   17.80	  -31.15	 4.6541
 23617	076.16522152	+74.06699361	    6.76	  -15.65	 6.1105
 23643	076.22719050	-03.03967274	    1.18	   -2.09	 6.0064
 23649	076.24146872	-49.57783017	   68.96	   -2.20	 5.1708
 23653	076.25252513	-54.40741661	    0.10	    5.49	 6.3452
 23668	076.31745467	-26.15223978	   10.22	  -62.43	 5.8714
 23680	076.34880977	+01.17763608	   12.13	   -4.42	 5.8483
 23685	076.36521684	-22.37085672	   21.13	  -73.11	 3.3215
 23693	076.37787653	-57.47298941	  -30.97	  117.22	 4.8191
 23734	076.53524940	+58.97239097	   -7.31	   -7.85	 5.2033
 23737	076.53858428	-73.03782419	   17.60	   62.58	 6.2773
 23743	076.55057991	+59.02140301	   -4.21	  -26.68	 6.2439
 23766	076.62356769	+61.16994088	   40.14	  -75.73	 6.1477
 23767	076.62862074	+41.23464072	   31.45	  -67.87	 3.1160
 23777	076.65304817	-13.12265851	   20.03	   14.48	 6.0420
 23783	076.66940958	+51.59814313	  -30.49	 -172.89	 5.0584
 23794	076.69019531	-04.65516307	   10.70	   -0.78	 5.0924
 23799	076.70649371	+43.17470900	   -4.91	   -1.51	 6.3087
 23831	076.85367479	-12.49100916	  135.83	 -107.03	 6.0928
 23835	076.86115039	+18.64500685	  534.73	   17.93	 5.0444
 23840	076.89171308	-63.39957028	   13.41	  -43.83	 5.2250
 23852	076.90965190	+09.47270925	   -3.46	 -381.56	 6.2920
 23871	076.95178574	+20.41845459	  -46.00	  -31.08	 5.3302
 23874	076.95758665	-12.59244146	  -21.65	  -88.56	 6.3939
 23875	076.96264165	-05.08626273	  -82.82	  -75.39	 2.8258
 23879	076.97030454	+08.49857325	   32.14	  -58.12	 5.4153
 23883	076.98097850	+21.70483598	    2.56	   -5.08	 5.8667
 23900	077.02759302	+24.26518776	    0.91	   -5.09	 5.5170
 23916	077.08411654	-08.66527373	    3.93	  -20.76	 5.7845
 23941	077.18194467	-04.45624612	   56.14	   16.46	 5.2135
 23972	077.28659584	-08.75407600	    0.25	   -1.97	 4.1942
 23983	077.33168484	+09.82959763	   65.41	   -7.69	 5.4980
 24010	077.42483060	+15.59727188	   -2.71	  -15.75	 4.8886
 24017	077.43554082	+64.91993345	  -17.16	 -182.49	 6.4673
 24019	077.43773058	+28.03060827	   55.50	  -58.91	 6.0141
 24020	077.43931262	+28.03376592	   57.27	  -59.04	 6.0425
 24041	077.51358561	-00.56519928	    4.03	  -50.59	 6.2749
 24072	077.57835563	+37.30185046	    3.01	   -0.33	 6.0595
 24109	077.67862896	+46.96243540	   58.34	 -149.99	 5.7743
 24130	077.74156195	-02.25374799	   85.66	 -151.09	 6.3928
 24162	077.82970513	-02.49078585	   81.48	    1.34	 5.9989
 24169	077.84521840	-11.84922734	   32.09	   56.71	 5.2571
 24193	077.90962376	+29.90363617	    5.75	  -22.98	 6.4418
 24197	077.92317287	+16.04565769	    4.57	    6.18	 5.3003
 24203	077.93896057	+01.03705496	    2.08	  -10.74	 6.0060
 24244	078.07453069	-11.86914301	   24.39	  -31.02	 4.4260
 24254	078.09354108	+73.94674379	    1.45	  -26.90	 5.4022
 24294	078.20048438	-06.05711365	   21.43	  -30.52	 6.0626
 24305	078.23280447	-16.20542920	   47.09	  -16.39	 3.2528
 24313	078.26179052	+61.85003529	  -12.35	    2.34	 6.1922
 24327	078.30785402	-12.94128872	  -12.29	   -0.79	 4.3328
 24331	078.32283192	+02.86125379	    0.83	    3.91	 4.6378
 24340	078.35721509	+38.48467389	  -19.18	  -72.93	 4.8902
 24349	078.38147217	+01.96768451	    3.33	   -1.87	 6.1746
 24372	078.43927831	-67.18534974	   19.19	   37.55	 4.9799
 24377	078.44687032	+00.56046651	    8.96	  -16.90	 6.4295
 24384	078.47222420	-52.03072110	    0.00	  -14.36	 6.1811
 24394	078.49975992	-14.60686734	   12.44	   -2.65	 6.3094
 24426	078.62015794	-35.97703080	   10.77	   14.57	 5.9087
 24436	078.63446385	-08.20163958	    1.31	    0.50	 0.1930
 24440	078.64809620	+76.47276921	   -8.35	   -3.81	 6.3552
 24450	078.68355192	+05.15612930	   -5.89	    7.92	 5.6513
 24451	078.68447165	+53.21394799	   -2.18	   -0.30	 6.1943
 24479	078.79741319	+59.40571800	   20.33	  -12.50	 6.3114
 24493	078.82717752	-01.40906113	  -37.39	    7.82	 6.2451
 24504	078.85171582	+32.68757014	  -25.05	   12.00	 5.0760
 24505	078.85152262	-26.94343708	   10.08	  -29.59	 5.0438
 24512	078.86525040	+22.28487425	   -9.43	   -6.56	 6.2937
 24555	079.01724659	+11.34136965	   -8.44	   -6.52	 5.5245
 24575	079.07563554	+34.31221191	   -3.58	   43.73	 6.0534
 24607	079.17102675	+01.94734455	  -11.64	   -6.61	 6.4250
 24608	079.17206466	+45.99902905	   75.25	 -426.89	 0.2385
 24659	079.37093078	-34.89438955	   92.67	 -336.23	 4.9799
 24674	079.40166213	-06.84438593	  -17.61	   -9.24	 3.5544
 24679	079.41769290	-13.51970792	   -7.63	  -49.16	 5.6446
 24727	079.54395050	+33.37200414	   31.63	 -160.73	 4.6925
 24732	079.55521964	+73.26813643	   -8.42	  -28.04	 5.8126
 24738	079.56534438	+42.79218485	   17.98	  -30.61	 5.5156
 24740	079.57870355	+33.76741893	   16.44	  -29.23	 6.1401
 24771	079.66801402	+40.46515693	    3.01	  -14.37	 6.3628
 24786	079.70931603	-18.13019956	  386.13	   61.03	 6.0773
 24799	079.75008057	+33.74846562	   14.17	  -29.75	 5.3217
 24813	079.78366010	+40.10066720	  518.99	 -665.06	 4.8232
 24817	079.79678979	+02.59593572	  -17.74	  -53.15	 5.4331
 24820	079.81130338	+20.13466055	  -36.87	  -28.18	 6.2477
 24822	079.81912412	+22.09669104	   18.91	  -81.57	 5.1166
 24825	079.82264936	-18.51994136	    1.90	    9.27	 6.3253
 24827	079.82629832	-18.50958292	   -1.13	   10.25	 6.4986
 24829	079.84214065	-50.60652000	   23.64	  227.43	 5.5501
 24831	079.84869631	-27.36886428	   -3.08	   -8.00	 5.9799
 24836	079.86604315	+58.11740929	    6.78	  -17.02	 6.1281
 24845	079.89385844	-13.17677717	   -3.30	   -4.91	 4.2020
 24847	079.89701198	-01.41189580	    1.09	    1.14	 6.2966
 24873	079.99596126	-12.31560464	  -13.32	    7.18	 5.2570
 24879	080.00383771	+33.95806241	    0.09	   -3.54	 5.1210
 24902	080.06118218	+41.08633880	  -18.97	  -53.43	 5.5089
 24909	080.08627558	-34.69885054	    4.04	   -1.87	 6.4222
 24914	080.09422767	+62.65371656	   -4.64	   -2.50	 5.7361
 24925	080.11003793	-05.36751651	   -2.56	   -4.81	 6.3876
 24927	080.11213252	-21.23973929	   11.39	  -10.30	 4.6925
 24977	080.23590551	+19.81436887	   -5.39	   -9.48	 6.3720
 24984	080.24726692	+27.95729691	  -12.83	  -13.74	 6.3661
 25001	080.30286805	+29.56988462	   -0.40	    0.91	 5.6897
 25007	080.32025173	-34.34506639	    0.13	    6.02	 6.0048
 25011	080.33044940	+04.01197763	    0.46	  -12.53	 6.4813
 25028	080.38268248	-00.41649414	    0.76	    0.75	 5.6293
 25041	080.43150681	+08.42856367	   -1.46	   -2.37	 5.7445
 25044	080.44061548	-00.38246940	    1.23	    1.13	 4.6616
 25045	080.44278182	-24.77294979	  -20.42	  -13.99	 5.1890
 25048	080.45168841	+41.80466336	   14.42	  -37.32	 5.1730
 25098	080.59229948	-56.13445376	   -5.03	   22.01	 6.0731
 25110	080.64073935	+79.23075694	  -78.48	  161.95	 5.1900
 25142	080.70833878	+03.54444773	   -0.53	    1.47	 4.9403
 25143	080.70968542	+41.02925322	  -12.90	    2.66	 5.5885
 25187	080.82713051	-08.41558784	   -2.53	   -3.52	 5.9845
 25192	080.84525759	+28.93683900	   16.51	  -31.10	 6.4397
 25194	080.85001890	-39.67843556	   26.70	    4.36	 5.7816
 25197	080.86594360	+57.54453159	   15.94	  -54.99	 5.2468
 25202	080.87564932	-13.92734987	    0.06	   -1.60	 5.1642
 25205	080.87951367	+05.32304564	  -27.80	   17.02	 6.3846
 25216	080.90717576	+16.69935149	  -27.80	  -22.56	 6.1453
 25223	080.92628586	-00.15981322	    2.08	   -2.64	 5.6235
 25240	080.96388799	-00.86662449	   -5.98	   -1.08	 6.2101
 25247	080.98681834	-07.80795536	  -14.82	  -45.02	 4.2952
 25278	081.10545976	+17.38355182	  251.05	   -7.99	 5.1149
 25280	081.11861892	-16.97574211	   34.64	  -15.39	 5.6519
 25281	081.11923807	-02.39713913	   -0.71	   -3.46	 3.2919
 25282	081.12046242	-00.89166924	   -4.23	  140.26	 5.2306
 25288	081.15042022	+02.35316726	   -0.20	   -0.90	 6.2697
 25290	081.16018429	+31.22393344	  -30.06	   -8.36	 6.4657
 25291	081.16052738	+31.14316301	  -10.47	   -5.84	 5.9587
 25292	081.16309204	+37.38537503	    0.71	  -11.51	 5.1520
 25302	081.18677715	+01.84644604	    0.21	   -0.21	 4.8229
 25303	081.19288337	-52.31617808	   -4.00	  -27.71	 6.2831
 25317	081.23157891	-44.22570493	   -2.36	    7.99	 6.2508
 25329	081.25725922	-10.32884527	    1.79	  -16.68	 5.7281
 25336	081.28278339	+06.34973457	   -8.11	  -12.88	 1.5493
 25368	081.40207177	-01.49129266	    3.56	   -0.68	 6.3758
 25378	081.44590546	+00.52024361	    1.25	   -0.79	 6.1057
 25397	081.49926203	-19.69535302	    5.43	  -21.84	 5.9340
 25401	081.50983377	-05.51850422	    5.14	    0.28	 6.2321
 25410	081.52384352	+16.70017278	    0.82	   -5.77	 6.2073
 25428	081.57290832	+28.60787362	   22.76	 -173.58	 1.6151
 25429	081.58032023	-58.91259861	  -10.20	   32.04	 5.2987
 25453	081.66176719	+06.86873667	    9.22	  -33.15	 6.4119
 25471	081.70334720	+34.39182766	    0.11	   -7.16	 5.9676
 25473	081.70928455	+03.09567703	    1.71	   -1.94	 4.5111
 25475	081.71364861	+33.26228780	   10.50	  -11.78	 6.3449
 25476	081.72636672	+35.45730145	  -14.10	  -12.04	 6.3062
 25482	081.74925067	-68.62249545	  -10.26	  -18.79	 6.1144
 25486	081.76980371	-11.90084386	   17.55	  -50.23	 6.4210
 25488	081.77215804	-40.94377309	    1.27	  105.69	 5.9310
 25492	081.78447033	+30.20861388	   -0.93	   -4.22	 5.7621
 25499	081.79203666	+17.96226762	    7.70	  -20.54	 5.3743
 25502	081.80790754	+15.25765455	   -6.51	  -10.83	 6.2113
 25532	081.90203755	-21.37579090	   18.11	   31.65	 6.2487
 25539	081.90868347	+21.93698211	    0.05	   -7.06	 4.8286
 25541	081.91203080	+34.47598646	   -1.89	  -38.74	 5.2363
 25555	081.94002480	+15.87410346	    4.76	  -21.83	 5.5302
 25582	082.00612811	+01.29824812	   -0.90	    0.69	 6.3397
 25583	082.00666904	+17.23924168	   17.42	  -44.91	 5.8679
 25606	082.06135954	-20.75923200	   -5.02	  -86.01	 2.9674
 25608	082.06386196	-37.23093132	   11.54	   69.06	 5.5758
 25638	082.14486492	+13.67901567	    9.05	  -15.04	 6.4034
 25667	082.23713102	-03.30741206	   -3.35	   -6.97	 6.3947
 25695	082.31871951	+25.15030655	   11.48	  -37.20	 5.4671
 25708	082.34875704	-03.44637075	  -27.17	   -9.20	 5.9638
 25730	082.41931249	+29.18657816	   28.45	  -46.43	 6.3035
 25737	082.43325601	-01.09217580	    1.16	  -25.84	 4.8168
 25751	082.47822152	+01.78926098	    1.29	   -1.33	 5.6981
 25768	082.53942451	-47.07733405	   20.61	 -133.26	 5.5921
 25769	082.54254017	+63.06723197	   -5.63	   -4.63	 5.5061
 25776	082.55804713	-84.78521160	   -7.11	   44.72	 6.1881
 25781	082.56610933	-63.92782966	    5.00	   59.36	 6.2577
 25785	082.58297208	+04.20485623	   17.38	  -25.59	 6.3648
 25786	082.58647041	-07.43481186	    1.42	   -1.03	 6.2637
 25790	082.60905647	+15.36054245	  -15.15	  -39.31	 5.9716
 25806	082.68050270	+22.46230455	   44.10	  -20.27	 6.4583
