#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-05-28T14:15:53 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-05-28T14:15:53	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=I/239/hip_main&-out=HIP,B-V&-out.max=15000&Vmag=&lt;6.5&-out.form=tsv	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_1239
#Name: I/239
#Title: The Hipparcos and Tycho Catalogues (ESA 1997)
#INFO	ivoid=ivo://cds.vizier/i/239	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/i/239	    IVOID of underlying data collection
#INFO	creator=ESA 1997	    First author or institution
#INFO	cites=1997HIP...C......0E	    Article or Data origin sources
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/I/239	    Dataset landing page
#INFO	publication_date=2021-11-18	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H_1991.250:	ICRS
#Table	I_239_hip_main:
#Name: I/239/hip_main
#Title: The Hipparcos Main Catalogue
#Column	HIP	(I6)	Identifier (HIP number) (H1)	[ucd=meta.id;meta.main]
#Column	B-V	(F6.3)	? Johnson B-V colour (H37)	[ucd=phot.color;em.opt.B;em.opt.V]
HIP	B-V
 96688	 1.918
 96693	-0.063
 96706	 0.931
 96721	 0.293
 96724	 0.094
 96729	 0.034
 96734	 0.037
 96757	 0.777
 96760	 1.038
 96771	 0.212
 96781	 1.001
 96805	 1.561
 96807	 0.123
 96808	 1.109
 96825	 0.426
 96837	 1.041
 96840	-0.078
 96856	 1.481
 96882	 1.556
 96895	 0.643
 96901	 0.661
 96907	 0.182
 96917	 1.341
 96919	 1.453
 96931	-0.077
 96950	 0.319
 96957	 0.575
 96977	 0.118
 97028	 0.003
 97029	 1.220
 97033	 0.590
 97063	 0.460
 97067	 0.019
 97070	 0.887
 97077	 0.939
 97081	 1.598
 97087	-0.071
 97091	 1.015
 97118	 0.948
 97122	 0.072
 97139	-0.041
 97142	 1.521
 97144	 0.940
 97151	 1.561
 97165	-0.002
 97228	-0.049
 97229	 0.180
 97242	 1.070
 97244	 0.016
 97260	 0.024
 97278	 1.507
 97290	 1.061
 97295	 0.476
 97307	 1.172
 97326	 0.309
 97365	 1.313
 97372	 1.640
 97376	-0.087
 97402	 0.993
 97421	 0.196
 97423	 0.193
 97433	 0.888
 97454	 0.932
 97473	 0.546
 97484	 1.676
 97485	 0.129
 97491	 1.131
 97496	 0.095
 97499	 1.233
 97515	 0.403
 97534	 0.234
 97538	 0.906
 97569	 1.482
 97572	-0.104
 97573	 0.937
 97598	 1.678
 97607	-0.086
 97611	-0.135
 97630	 1.665
 97634	-0.058
 97635	 1.286
 97646	 0.082
 97649	 0.221
 97650	 0.402
 97651	 1.626
 97674	 0.317
 97675	 0.563
 97679	-0.153
 97687	 1.573
 97697	 0.102
 97700	 0.398
 97709	 1.345
 97749	-0.045
 97757	-0.078
 97765	 0.680
 97767	 0.642
 97774	-0.174
 97783	 0.979
 97789	 1.434
 97796	-0.031
 97804	 0.630
 97816	 0.915
 97845	-0.126
 97849	 0.149
 97870	-0.125
 97871	 0.231
 97886	-0.047
 97892	 0.033
 97928	 1.664
 97938	 1.023
 97944	 1.017
 97961	-0.018
 97966	-0.079
 97967	-0.040
 97970	 0.043
 97971	 0.163
 97980	 0.098
 97985	 0.773
 98012	 1.487
 98032	 1.063
 98036	 0.855
 98038	 0.391
 98044	 1.021
 98055	 0.124
 98066	 0.748
 98068	-0.086
 98073	 1.584
 98085	 0.903
 98086	 1.402
 98103	 0.014
 98110	 1.019
 98111	 0.090
 98143	-0.140
 98146	 0.003
 98162	 1.462
 98174	 0.014
 98194	-0.090
 98234	-0.048
 98253	 0.095
 98258	 0.055
 98308	 0.035
 98320	-0.090
 98325	-0.060
 98332	 0.224
 98333	 0.868
 98337	 1.571
 98346	 0.164
 98351	 1.051
 98353	 0.882
 98375	 0.345
 98379	-0.183
 98383	 0.185
 98385	 1.129
 98401	 1.610
 98412	-0.150
 98416	 0.598
 98421	 0.170
 98425	-0.133
 98438	 1.576
 98458	 1.132
 98461	 0.989
 98470	 0.498
 98478	 1.033
 98482	 1.056
 98485	 1.634
 98495	-0.032
 98512	 0.295
 98526	 1.529
 98543	 0.184
 98563	 1.314
 98571	 1.122
 98575	 0.981
 98579	 0.113
 98583	 1.598
 98609	-0.134
 98608	 1.356
 98624	 1.218
 98633	 0.079
 98636	 0.374
 98658	 0.927
 98688	 1.640
 98701	 1.205
 98702	 1.313
 98738	 1.420
 98754	-0.095
 98761	 1.417
 98767	 0.749
 98772	 1.028
 98785	 0.503
 98819	 0.600
 98823	 1.063
 98842	 1.208
 98844	 1.301
 98858	 0.037
 98863	 0.760
 98872	 0.100
 98890	 1.649
 98910	 0.543
 98915	 1.601
 98920	 1.058
 98921	 0.654
 98946	 0.437
 98954	 1.615
 98959	 0.648
 98962	 1.191
 99024	 1.156
 99026	 0.445
 99031	 0.850
 99080	-0.162
 99120	 1.591
 99137	 0.530
 99145	 0.117
 99158	 0.463
 99171	 1.023
 99176	 1.720
 99188	 0.682
 99200	 1.587
 99221	 0.031
 99234	-0.136
 99240	 0.751
 99255	-0.046
 99270	 1.463
 99294	 0.938
 99303	-0.139
 99404	 0.087
 99445	 0.894
 99453	 0.057
 99457	-0.135
 99461	 0.868
 99473	-0.066
 99479	-0.048
 99500	 0.530
 99518	 1.397
 99529	 1.209
 99531	-0.107
 99570	 1.228
 99572	 0.476
 99579	 1.139
 99585	 0.042
 99624	 1.532
 99631	 1.430
 99639	 0.100
 99655	 0.114
 99663	 1.476
 99666	 1.249
 99675	 1.270
 99685	 1.489
 99719	-0.014
 99738	 0.191
 99742	 0.072
 99747	 1.497
 99762	 0.308
 99770	 0.151
 99824	-0.181
 99825	 0.878
 99841	 0.926
 99848	 1.451
 99853	 1.016
 99870	 0.096
 99874	 1.258
 99878	 1.513
 99889	 0.447
 99893	 0.006
 99894	 0.867
 99913	 1.039
 99918	 0.005
 99920	 1.467
 99929	-0.097
 99951	 0.951
 99968	 1.650
100016	 1.632
100017	 0.602
100018	 1.010
100027	 0.928
100044	 0.377
100062	 1.002
100064	 0.883
100069	 0.073
100097	 0.118
100108	 0.056
100122	 0.660
100142	-0.123
100151	 1.657
100155	 1.871
100165	 1.045
100184	 0.469
100195	 1.394
100208	 1.648
100221	-0.043
100232	 1.093
100250	-0.084
100256	 0.299
100261	 1.472
100268	 0.060
100274	 0.926
100276	 1.500
100295	 1.547
100300	 1.617
100310	-0.047
100325	-0.016
100332	 1.311
100345	 0.790
100357	 1.561
100379	 0.505
100412	 0.549
100434	 1.016
100435	-0.090
100437	 1.077
100453	 0.673
100469	 0.002
100486	 1.363
100501	 1.632
100511	 0.498
100515	 0.957
100524	 0.913
100541	 0.983
100574	-0.173
100587	 1.331
100591	 0.201
100651	-0.025
100664	-0.036
100672	 1.605
100697	 0.203
100714	 0.094
100738	 1.101
100751	-0.118
100754	 0.921
100758	 1.193
100762	 1.571
100764	 1.364
100779	 1.037
100781	 1.453
100807	 1.005
100808	 0.018
100852	 0.961
100859	 0.339
100866	 0.480
100876	 1.030
100881	-0.049
100907	 0.072
100953	 1.074
100965	 1.010
100969	 0.899
100977	-0.049
101011	 0.999
101017	-0.094
101027	 0.386
101044	 0.163
101067	 0.407
101076	 0.404
101084	-0.052
101082	 0.942
101090	 1.543
101093	 0.199
101101	 1.160
101123	 0.062
101133	 1.137
101134	 1.353
101138	-0.087
101160	-0.019
101211	 0.227
101213	 0.138
101214	 0.969
101221	 0.797
101243	 1.566
101245	 1.018
101260	 0.100
101268	 0.422
101285	 1.431
101300	 0.281
101339	 1.514
101345	 0.689
101384	 0.001
101421	-0.123
101427	 1.122
101474	 1.593
101475	-0.140
101477	 0.999
101483	 0.093
101489	 1.016
101505	-0.138
101507	 0.543
101552	-0.075
101556	 0.318
101558	 0.264
101570	 1.305
101589	 0.120
101608	 0.218
101612	 0.291
101623	 0.958
101626	 1.293
101641	 0.158
101684	 0.413
101692	 1.606
101716	-0.050
101746	-0.076
101756	 1.011
101765	-0.089
101769	 0.425
101772	 0.998
101773	 0.447
101800	 0.050
101808	 0.328
101810	 1.162
101843	 1.692
101847	 0.949
101867	-0.030
101868	-0.133
101870	 0.953
101882	 1.509
101899	 1.088
101900	 0.403
101909	-0.145
101911	 1.016
101916	 0.702
101919	-0.043
101921	-0.090
101923	-0.129
101936	 1.060
101949	-0.134
101958	-0.057
101965	 1.099
101966	 0.559
101983	 0.544
101984	 1.647
101986	 1.186
101997	 0.719
102011	 0.443
102014	 1.118
102026	 0.997
102033	 0.163
102040	 0.611
102057	 0.934
102066	 0.871
102080	 1.235
102092	 1.551
102094	 1.224
102096	 1.584
102098	 0.092
102155	-0.107
102157	-0.061
102158	 0.942
102162	 0.450
102177	-0.107
102208	 0.000
102216	 0.034
102230	 1.073
102253	 0.218
102258	 0.282
102276	 1.251
102281	 0.302
102333	 0.278
102358	 1.643
102388	 1.183
102395	 0.163
102422	 0.912
102431	 0.535
102453	 1.051
102485	 0.426
102487	 0.066
102488	 1.021
102496	 0.433
102497	-0.078
102499	 1.131
102530	 0.064
102531	 0.495
102532	 1.042
102561	 1.558
102571	 1.294
102585	 1.606
102589	-0.083
102599	 1.144
102618	 0.000
102624	 1.639
102631	-0.013
102633	-0.010
102635	 1.466
102642	 0.883
102670	 1.161
102693	 0.361
102712	-0.071
102724	 0.571
102770	 1.401
102771	 0.025
102772	-0.069
102773	 1.122
102780	 1.402
102790	 1.494
102805	 0.420
102819	 0.019
102827	-0.066
102831	 1.004
102833	 0.986
102843	 0.198
102891	 1.075
102901	 1.513
102916	 1.380
102945	 0.464
102949	 0.616
102950	 1.125
102962	 0.203
102978	 1.633
102989	 0.029
102993	-0.138
103004	 0.835
103005	-0.076
103045	 0.325
103071	 0.876
103077	 0.661
103079	 1.085
103089	-0.134
103094	 1.088
103103	 1.100
103127	 1.318
103145	 1.522
103154	 0.361
103168	 1.634
103200	 1.481
103206	-0.098
103219	 0.946
103226	 1.122
103227	 1.250
103294	 1.119
103298	 0.131
103301	 0.824
103312	 0.408
103346	-0.172
103359	 0.337
103360	 1.054
103371	 0.020
103389	 0.507
103401	 1.474
103413	 0.027
103414	 1.217
103460	 0.180
103511	 1.419
103519	 0.973
103527	 0.934
103530	-0.144
103532	-0.079
103545	 0.244
103569	 0.464
103571	 0.457
103596	-0.077
103598	 1.411
103616	-0.110
103632	-0.084
103646	 0.400
103652	 0.283
103673	 0.480
103675	 1.588
103682	 0.635
103693	 1.563
103703	 1.267
103732	-0.206
103734	 0.994
103738	 0.890
103752	 0.101
103777	 0.073
103810	-0.058
103828	 1.687
103836	 1.106
103882	 0.424
103891	 1.680
103892	 0.479
103894	 1.011
103902	 0.945
103929	 0.986
103949	 0.259
103956	 1.001
103963	 0.390
103981	 0.683
104019	 0.169
104031	 1.650
104041	 1.051
104043	 0.490
104048	 0.965
104060	 1.609
104085	 1.201
104101	 0.538
104105	-0.065
104139	-0.010
104148	 1.047
104171	 0.386
104172	 1.026
104174	 1.104
104177	 1.350
104185	 0.554
104194	 1.569
104202	 0.880
104214	 1.069
104217	 1.309
104234	 1.604
104281	 1.008
104296	 0.245
104297	-0.035
104357	 1.669
104364	 1.180
104365	 0.000
104371	-0.048
104382	 0.283
104440	 0.590
104441	 0.520
104452	 0.385
104459	 0.926
104481	 0.375
104516	-0.111
104521	 0.262
104537	 0.007
104538	 0.022
104557	 1.161
104597	 1.087
104634	 0.316
104642	 0.110
104680	 0.450
104732	 0.990
104738	 0.460
104750	 1.425
104752	 0.967
104755	 1.578
104756	 0.092
104765	 0.223
104771	 0.238
104788	 0.625
104822	 1.105
104858	 0.529
104872	 1.574
104887	 0.393
104914	 0.978
104925	 1.138
104962	-0.129
104963	 1.161
104968	 1.531
104974	 1.639
104978	 0.191
104980	 1.380
104987	 0.549
105017	 0.979
105019	 1.612
105034	 1.251
105046	 0.981
105064	 0.049
105079	 0.035
105080	 1.447
105091	 0.194
105101	-0.094
105102	 0.098
105138	-0.103
105140	 0.070
105143	-0.118
105148	-0.064
105164	-0.130
105186	-0.061
105193	 1.543
105199	 0.257
105224	 1.612
105228	 0.966
105229	 0.257
105259	 1.114
105269	 0.505
105268	-0.045
105282	-0.119
105319	 0.191
105334	 2.387
105344	-0.106
105370	 1.005
105382	 0.029
105390	 0.802
105406	 0.533
105411	 1.057
105412	 0.912
105413	 1.663
105425	 1.327
105432	 0.062
105497	 1.100
105502	 1.108
105515	 0.888
105558	 1.079
105570	 0.064
105574	 1.516
105576	 1.641
105637	 1.472
105646	 1.123
105652	 0.314
105660	 0.026
105662	 1.026
105665	 1.176
105668	 0.297
105678	 2.607
105685	 0.235
105689	 1.057
105695	 0.474
105696	-0.036
105703	 0.323
105727	 0.950
105729	 0.334
105761	 0.208
105767	 1.451
105768	 1.265
105769	 0.335
105811	 0.033
105819	 0.162
105841	 0.366
105854	 1.185
105858	 0.494
105860	 0.235
105864	 0.481
105881	 1.002
105891	-0.109
105898	 0.108
105913	 0.392
105928	 1.440
105942	-0.140
105949	 1.720
105966	 0.049
105972	-0.099
106003	 0.333
106021	 1.640
106032	-0.201
106039	 0.889
106044	 1.553
106052	 0.100
106062	 1.370
106064	 1.393
106065	 1.140
106093	 0.965
106103	 1.179
106140	 1.618
106171	 0.080
106227	 0.102
106243	-0.047
106267	 0.900
106278	 0.828
106306	 1.064
106320	 1.405
106327	 1.109
106340	 0.051
106363	 0.200
106393	-0.042
106419	 1.481
106420	 1.805
106424	 0.044
106429	 1.044
106474	 0.089
106481	 0.885
106500	 1.093
106518	-0.015
106527	 0.513
106544	 1.398
106550	 1.254
106551	 1.085
106559	 0.423
106564	-0.097
106590	 1.098
106592	 1.110
106595	 0.357
106604	-0.083
106605	 0.141
106642	 1.341
106654	 0.234
106661	 1.240
106703	 0.226
106711	 0.198
106723	-0.180
106752	 0.218
106758	 0.056
106771	 0.991
106783	 0.046
106786	 0.175
106787	 0.321
106801	 0.246
106818	 0.021
106856	 0.265
106872	 1.026
106881	 0.460
106886	 0.200
106897	 0.314
106907	 0.949
106938	 1.034
106944	 1.034
106978	 0.584
106985	 0.320
106999	 1.601
107030	 1.060
107041	 1.116
107089	 1.008
107095	 0.672
107097	 0.068
107119	 1.108
107128	 0.991
107129	 2.500
107136	-0.119
107140	 1.415
107144	 1.446
107151	 1.653
107162	 0.055
107173	-0.115
107186	 0.993
107188	 0.868
107197	 1.349
107230	 1.063
107232	 0.255
107235	 1.615
107238	 0.269
107253	-0.010
107259	 2.242
107271	 1.114
107297	 1.295
107299	 0.484
107302	 0.219
107310	 0.512
107315	 1.520
107344	 1.129
107348	 1.161
107350	 0.587
107354	 0.425
107374	 0.312
107380	-0.053
107382	 1.108
107398	 1.901
107409	 1.148
107418	 0.474
107423	-0.099
107445	 0.997
107472	 1.381
107487	 1.629
107502	 1.212
107517	-0.002
107533	-0.120
107555	-0.007
107556	 0.180
107558	 0.350
107575	 0.012
107586	 1.575
107596	 0.230
107608	 0.042
107637	 1.545
107649	 0.601
107664	-0.072
107710	 0.391
107723	 1.685
107734	-0.097
107749	 0.381
107750	 0.223
107763	 0.010
107773	 1.018
107788	 0.394
107797	 1.420
107835	 1.378
107843	 0.756
107856	-0.068
107887	-0.100
107893	 0.281
107901	 0.374
107930	-0.081
107956	 1.601
107975	 0.426
108022	-0.155
108036	 0.378
108060	 0.011
108085	-0.084
108090	 0.786
108102	 1.185
108119	 0.938
108133	 1.453
108144	 0.466
108165	 0.655
108195	 0.393
108209	 1.599
108226	-0.037
108259	 0.927
108281	 0.215
108294	 0.084
108296	 1.698
108317	 1.547
108339	 0.054
108347	 0.321
108364	-0.056
108420	 1.560
108431	 0.297
108453	 0.378
108478	 0.469
108494	 1.621
108505	 1.640
108506	 0.971
108535	 0.439
108543	 0.996
108612	-0.112
108626	-0.061
108632	 0.463
108661	-0.095
108691	 1.279
108693	 0.336
108699	 1.440
108758	-0.106
108759	 0.231
108766	-0.104
108772	 0.017
108784	 1.002
108797	 0.447
108845	-0.029
108849	 0.399
108868	 0.959
108870	 1.056
108874	-0.100
108875	-0.050
108917	 0.379
108924	 1.557
108952	 1.603
108969	 1.121
108975	-0.167
108991	 0.231
109005	 1.413
109009	 1.523
109017	 0.240
109023	 1.249
109033	 1.611
109056	-0.048
109068	 1.443
109074	 0.969
109081	 1.468
109082	-0.088
109102	 1.568
109111	 1.349
109121	 0.078
109124	-0.091
109139	-0.075
109176	 0.435
109190	 0.877
109205	 0.389
109209	 0.331
109212	 1.605
109240	-0.077
109268	-0.070
109272	 1.579
109276	 0.311
109285	 0.054
109289	 1.499
109303	 0.763
109306	 0.205
109332	-0.154
109352	 0.985
109375	 0.921
109400	 0.919
109404	 0.241
109408	 1.380
109410	 0.471
109412	 0.147
109422	 0.489
109427	 0.086
109434	-0.053
109439	 0.688
109442	-0.006
109445	 1.080
109458	 0.099
109466	 0.981
109471	 1.617
109472	-0.117
109474	 0.391
109492	 1.558
109493	 0.227
109509	 0.503
109521	 0.152
109556	 0.192
109572	 0.534
109577	 0.951
109584	 1.001
109585	 1.123
109592	 1.184
109602	 1.500
109620	 1.645
109624	 0.386
109647	 0.498
109654	 1.134
109659	 1.006
109667	 0.169
109693	-0.030
109730	 1.169
109737	 0.497
109745	 0.021
109746	-0.089
109754	 1.385
109786	 0.812
109789	-0.121
109821	 0.648
109831	 0.014
109857	 0.278
109902	 0.988
109908	 0.790
109937	 1.447
109939	 0.019
109972	 0.950
109973	 0.930
109977	 0.982
109984	 0.194
109990	 1.110
110000	 1.132
110003	 0.979
110009	 1.158
110018	 1.051
110023	 0.878
110055	 1.046
110078	 0.312
110091	 0.441
110103	 1.256
110109	 0.614
110130	 1.390
110171	 0.270
110179	 1.075
110256	 1.276
110273	-0.048
110298	-0.037
110311	 1.404
110314	 0.990
110316	 1.195
110341	 0.451
110346	 1.526
110351	-0.100
110371	-0.010
110386	-0.132
110391	 1.057
110395	-0.057
110408	-0.086
110478	 2.231
110487	 1.052
110497	-0.112
110498	 0.035
110504	 2.215
110506	 0.372
110529	 0.979
110532	 0.998
110538	 1.015
110548	 0.518
110566	 0.485
110578	-0.033
110602	 0.970
110609	 0.092
110618	 0.660
110649	 0.665
110668	 0.396
110672	-0.171
110696	 1.201
110712	 0.599
110725	 1.216
110746	-0.021
110778	 0.618
110785	 0.519
110787	 0.171
110790	-0.132
110817	 0.302
110838	-0.029
110849	-0.136
110873	 1.442
110882	 1.039
110907	 0.986
110919	 1.113
110935	 0.208
110936	 0.959
110960	 0.406
110986	 1.578
110988	-0.033
110992	 1.252
110991	 0.778
110997	 1.022
111022	 1.679
111043	 1.570
111045	 0.362
111056	 0.093
111062	 0.385
111066	 0.356
111068	-0.031
111072	 1.166
111086	-0.047
111104	-0.086
111123	-0.053
111138	 1.083
111169	 0.031
111170	 0.565
111171	 1.083
111188	 0.011
111191	 0.209
111196	 1.020
111200	 0.290
111242	 0.020
111247	 1.043
111259	 0.166
111278	 0.350
111296	 1.190
111310	 1.612
111314	 0.334
111325	 0.018
111362	 0.966
111394	 0.977
111449	 0.446
111497	-0.083
111504	 1.368
111515	 0.984
111532	 0.395
111539	 1.420
111543	 0.107
111546	-0.160
111548	 0.212
111550	-0.071
111567	 0.997
111594	 0.119
111600	 1.074
111601	 0.027
111627	 1.392
111643	 0.060
111649	 1.431
111660	 1.594
111674	 0.254
111710	 1.140
111753	 0.771
111761	 0.783
111795	 1.537
111797	 0.083
111801	 1.034
111809	 0.037
111810	 0.922
111841	-0.207
111869	 0.854
111879	 1.006
111884	 0.035
111925	 0.946
111934	 1.297
111944	 1.318
111954	-0.105
111965	 0.520
111967	 1.450
111974	 0.723
112029	-0.086
112031	-0.137
112032	 1.579
112041	 0.998
112051	-0.013
112067	 1.114
112078	 1.569
112098	 1.634
112102	 1.522
112117	 0.584
112122	 1.610
112127	 0.956
112144	-0.119
112158	 0.852
112168	 0.166
112170	 0.450
112179	-0.039
112203	 1.027
112211	 1.358
112241	 1.490
112242	 0.960
112259	 0.568
112300	 1.541
112305	 1.498
112324	 0.430
112358	 1.057
112368	 0.933
112374	 1.180
112381	 1.302
112405	 0.208
112417	 0.358
112432	 1.162
112440	 1.070
112447	 0.502
112501	 1.145
112508	 0.017
112519	 1.257
112529	 0.941
112533	 1.208
112542	-0.016
112567	 0.913
112590	 1.024
112603	 1.059
112615	 0.274
112623	 0.083
112635	 1.194
112641	-0.083
112670	 0.440
112694	 0.071
112716	 1.570
112724	 1.053
112731	 1.167
112746	 0.317
112748	 0.933
112761	 1.129
112778	 0.062
112781	-0.126
112832	 1.444
112833	 1.340
112862	 0.907
112864	 0.775
112895	 1.132
112917	 1.559
112924	 1.025
112935	 0.487
112948	-0.037
112961	 1.626
112986	-0.047
112997	 1.132
112998	 1.748
113009	-0.074
113031	-0.082
113044	 0.621
113048	 0.282
113080	 1.515
113084	 1.136
113116	 1.418
113127	 1.284
113131	 1.729
113136	 0.066
113137	 0.660
113148	 1.111
113167	 0.192
113174	 0.397
113184	 0.881
113186	-0.003
113189	 1.313
113204	 1.429
113222	-0.051
113234	 1.358
113246	 0.952
113281	-0.149
113283	 1.094
113288	 1.778
113307	 0.226
113327	-0.102
113345	 0.948
113357	 0.666
113360	 1.122
113368	 0.145
113371	-0.148
113421	 0.744
113433	 0.366
113445	 0.640
113447	 0.582
113465	 0.052
113498	 0.012
113501	 1.414
113503	 0.293
113521	 0.982
113531	 1.459
113532	 0.271
113561	 1.011
113562	 1.253
113593	 1.124
113610	 0.892
113622	 1.343
113638	 0.960
113657	 1.411
113669	 1.349
113673	 0.126
113674	 1.418
113684	 1.499
113686	 0.992
113705	 0.970
113726	-0.099
113750	 0.959
113781	 1.590
113784	 0.938
113788	 0.094
113801	 0.946
113802	-0.020
113852	 0.898
113860	 0.305
113864	 1.248
113881	 1.655
113889	-0.115
113902	 1.069
113904	 0.417
113919	 1.058
113957	 1.453
113963	-0.002
113969	 0.395
113994	 0.886
113996	 0.312
113998	 1.370
114005	 0.928
114081	 0.482
114096	 0.544
114104	-0.060
114119	 0.892
114131	 0.423
114132	 0.006
114144	 1.559
114152	 1.158
114155	 1.285
114159	 1.452
114162	 1.060
114163	-0.030
114167	 0.486
114187	 0.137
114189	 0.259
114200	 1.409
114210	 0.449
114212	-0.025
114222	 0.802
114227	 1.084
114254	 0.882
114258	 0.145
114268	 1.419
114273	 0.908
114341	 1.202
114347	 1.484
114365	 0.315
114366	 1.311
114367	 0.394
114371	 0.010
114375	 0.674
114382	 0.475
114389	-0.068
114407	 1.565
114408	 0.956
114421	 0.998
114430	 0.450
114449	 1.330
114520	 0.139
114526	 0.937
114550	 1.498
114570	 0.302
114607	 0.924
114622	 1.000
114641	 1.004
114686	 1.151
114699	 0.787
114714	-0.005
114724	 1.545
114725	 0.448
114742	 1.167
114745	-0.010
114750	 1.504
114775	 1.160
114822	 0.062
114831	 0.263
114855	 1.107
114921	 1.053
114924	 0.556
114937	 1.070
114939	 1.613
114948	 0.521
114969	 1.556
114971	 0.916
114981	 1.077
114984	 0.049
114996	 0.410
115015	 0.058
115022	 1.668
115033	-0.144
115036	-0.037
115054	 0.445
115062	 1.356
115065	 0.215
115088	 0.836
115102	 1.109
115115	-0.022
115121	 1.535
115125	 0.895
115126	 0.787
115129	 0.913
115142	 0.386
115144	 1.534
115148	-0.053
115152	 1.014
115171	 1.123
115178	 1.308
115191	 1.512
115218	 1.678
115227	 1.204
115245	 1.605
115250	 0.180
115257	 1.089
115261	 0.152
115271	 1.501
115272	 0.423
115280	 0.468
115312	 0.817
115355	-0.101
115389	 1.540
115395	 1.679
115404	 0.203
115407	-0.033
115433	 1.603
115438	 1.082
115444	 1.315
115476	 1.583
115496	 1.464
115510	 0.258
115522	 0.433
115528	 1.020
115530	 1.702
115537	 1.611
115590	 1.676
115591	-0.075
115620	 1.063
115623	 0.617
115669	 1.460
115709	 1.036
115713	 0.409
115738	 0.036
115746	 0.250
115755	-0.007
115756	 1.455
115759	-0.080
115768	 1.013
115769	 0.983
115770	 0.163
115806	-0.066
115830	 1.062
115833	 1.201
115836	 1.278
115839	 0.902
115906	 1.438
115907	 1.177
115908	-0.142
115915	 1.088
115919	 0.939
115945	 1.125
115953	 1.123
115990	-0.122
115996	 1.464
116030	 0.992
116060	 1.259
116076	 1.029
116097	 1.014
116118	 0.319
116119	 0.035
116146	 1.177
116187	 1.492
116231	-0.095
116247	 0.020
116250	 0.681
116264	 1.481
116292	 0.986
116307	 1.654
116310	 1.383
116323	 0.299
116354	 0.096
116355	 1.042
116365	 1.586
116368	 1.350
116380	 1.681
116389	 0.078
116422	 1.151
116428	 0.874
116465	 1.703
116495	 0.449
116505	 0.459
116582	-0.064
116584	 0.984
116591	 1.025
116592	 0.025
116602	 0.082
116611	 0.010
116624	 1.078
116631	-0.083
116653	 0.907
116709	-0.061
116714	 0.124
116727	 1.031
116728	 0.889
116737	 0.240
116758	 0.257
116768	 0.212
116771	 0.507
116781	 0.355
116805	-0.071
116820	 0.965
116824	 0.424
116853	 0.984
116876	 0.182
116889	 1.580
116901	 0.822
116912	 1.025
116918	 0.101
116928	 0.200
116941	 1.500
116957	 1.344
116962	 1.250
116971	-0.032
116972	 0.970
116991	 1.034
117020	 1.692
117073	 0.935
117075	 0.978
117088	 1.393
117089	-0.084
117105	 0.910
117107	 0.495
117125	 1.108
117133	 0.992
117218	 0.299
117219	 0.210
117221	 1.086
117245	 2.508
117265	-0.049
117299	 1.630
117301	 1.122
117314	 1.068
117315	-0.164
117340	-0.135
117371	 0.007
117375	 0.941
117420	 1.452
117430	 0.062
117445	 0.461
117447	 0.670
117450	-0.007
117452	 0.001
117472	 0.408
117491	 0.167
117494	 1.212
117500	 0.187
117503	 0.806
117510	 0.097
117541	 1.133
117551	 0.403
117567	 1.488
117571	 1.025
117628	 1.661
117629	-0.122
117683	 1.527
117689	 0.934
117710	 1.616
117712	 0.977
117718	 1.587
117722	 1.252
117730	 0.186
117756	 1.171
117761	 1.069
117774	-0.003
117797	 0.188
117860	 0.197
117863	 1.190
117880	 0.572
117887	 1.466
117927	-0.066
117931	-0.093
117956	 1.170
117957	 0.155
117986	 1.560
118029	 0.921
118048	 1.635
118071	 0.712
118076	 1.452
118077	 0.478
118081	 0.979
118092	 0.101
118114	 1.055
118116	 0.029
118121	 0.060
118131	 1.584
118178	 1.079
118209	 0.930
118234	 1.121
118243	-0.071
118268	 0.419
118277	 1.599
118281	 0.539
118322	-0.075

